"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"DCTN6",0.393715307318604,-0.310866233285124,0.048,0.059,1
"AAGAB",0.393860008823035,-0.442270116070041,0.017,0.023,1
"CYB5R4",0.39523974321797,0.422088328406519,0.085,0.074,1
"TGDS",0.395649544315125,0.610145690070922,0.037,0.029,1
"BCLAF1",0.396034758008826,0.325585367207369,0.127,0.112,1
"AKIP1",0.397211748642359,-0.657085621480267,0.016,0.022,1
"CXCR5",0.397263170459495,0.508241445408285,0.059,0.049,1
"TTC39C",0.397378913467956,-0.425934294962367,0.017,0.023,1
"ENDOV",0.397668543948695,-0.503105378982082,0.027,0.035,1
"ENTPD4",0.397878131250765,-0.788414173865445,0.016,0.022,1
"CCDC137",0.397964799137563,0.386469337830707,0.04,0.032,1
"CINP",0.398872605859557,0.259670663773263,0.072,0.06,1
"LINC00662",0.39887893636225,-0.637456603872218,0.016,0.022,1
"SLC4A7",0.399306271430333,-0.462887944183152,0.017,0.023,1
"RP11-139H15.1",0.400031587839496,-0.261087031424512,0.039,0.049,1
"SLC43A2",0.400035837712631,-0.902766459639753,0.014,0.02,1
"OTUD4",0.400153440329804,0.729860447958879,0.033,0.025,1
"RBM45",0.400215698038765,-0.699355523557947,0.016,0.022,1
"DNAJB12",0.400348464042542,0.371707013968744,0.04,0.032,1
"VCPKMT",0.400406490236205,0.51271464122527,0.037,0.029,1
"ZNF626",0.401217938043675,0.651285517948565,0.033,0.025,1
"MECP2",0.40147999081381,-0.390157232191084,0.037,0.045,1
"C1GALT1C1",0.402022118327026,0.434219692030026,0.04,0.032,1
"ZNF292",0.402863323919157,-0.512266348378699,0.027,0.035,1
"TMEM107",0.404242109458111,-0.257744054610913,0.016,0.022,1
"YKT6",0.404760303341883,-0.307738062685805,0.038,0.047,1
"SRSF1",0.40512653164849,-0.568005609675643,0.112,0.124,1
"PMEPA1",0.40525248685201,-0.623272100710401,0.016,0.022,1
"CISD3",0.40528258789251,-0.80327050006004,0.014,0.02,1
"GAPT",0.40543895726975,-0.305275087567533,0.029,0.037,1
"FUCA1",0.405633816262221,-0.663867903034745,0.014,0.02,1
"MRM1",0.4056338274555,-0.835585584235709,0.014,0.02,1
"ARFIP2",0.406079070788264,-0.291214519279158,0.029,0.037,1
"CYB5R1",0.406264372094245,-0.397157721217359,0.016,0.022,1
"HEXIM1",0.406336840730793,-0.691216857088512,0.014,0.02,1
"NEK7",0.406785977211467,-0.362261217646534,0.027,0.035,1
"MTERF",0.407232767313583,-0.499639799059523,0.029,0.037,1
"SLC25A38",0.407293365956786,0.317799036753632,0.059,0.049,1
"GFER",0.407398608743474,-0.294302468567971,0.046,0.055,1
"MACF1",0.407568882294634,-0.586248269290445,0.014,0.02,1
"UTP23",0.407656395858647,0.30886442783218,0.063,0.052,1
"KLHL12",0.407745081012591,-0.536660806875874,0.014,0.02,1
"CDC23",0.407745081012591,-0.455613795881613,0.014,0.02,1
"ZNF235",0.407810619264214,1.21060837416344,0.013,0.008,1
"AHI1",0.407967194177171,-0.380980769393331,0.027,0.035,1
"APEX2",0.408178570768526,0.612007125074546,0.033,0.025,1
"SLC25A25",0.40880315913561,-0.556612494165819,0.014,0.02,1
"TYW3",0.409154190184012,-0.481392472892148,0.044,0.054,1
"YIPF4",0.409187172209758,0.348573157926721,0.098,0.087,1
"GAPVD1",0.409282058459252,-0.354116595370943,0.027,0.035,1
"C6orf226",0.409553434580733,0.853025407052513,0.013,0.008,1
"TMEM161B-AS1",0.409989829571452,0.956512407766461,0.013,0.008,1
"VAMP4",0.410061145182855,-0.747175145276447,0.029,0.037,1
"PKNOX1",0.410203961754601,-0.398195776985004,0.027,0.035,1
"C11orf54",0.410216469487022,-0.560561783007195,0.014,0.02,1
"TAOK1",0.41042650086227,0.799167696317157,0.013,0.008,1
"CERS6",0.410863448370259,0.730326370178505,0.013,0.008,1
"MTRF1L",0.410863448370259,0.84122042159095,0.013,0.008,1
"C9orf41",0.410924212242097,-0.470701798391632,0.014,0.02,1
"MED13",0.41130067201211,0.72318502840603,0.013,0.008,1
"SMC2",0.411367902785518,-0.581923439466045,0.046,0.055,1
"MTA3",0.411738171704137,0.84085130698271,0.013,0.008,1
"TFRC",0.411738171704137,0.785532086392064,0.013,0.008,1
"UFL1",0.411891655304489,0.447768378625466,0.055,0.045,1
"TMEM185B",0.411987184854608,-0.506115155076934,0.014,0.02,1
"STARD4",0.412175947362272,0.632571700831558,0.013,0.008,1
"CDK2",0.412175947362272,0.831506067764165,0.013,0.008,1
"ZNF184",0.412280926293612,0.791073910239782,0.025,0.018,1
"PRKCD",0.412632957506334,0.42604899853368,0.033,0.025,1
"RPRD1B",0.41284086688346,-0.930492157822753,0.013,0.018,1
"IKZF3",0.413052326238712,0.305159556683688,0.013,0.008,1
"WRAP73",0.413256086108337,-0.289933884572061,0.046,0.055,1
"RARS2",0.41398447477759,0.291409656866599,0.037,0.029,1
"PITPNA",0.414149333668648,0.500194606148236,0.013,0.008,1
"DNAJC4",0.414151943467586,0.671933206016837,0.025,0.018,1
"USP10",0.414294334226788,0.341647287137155,0.085,0.074,1
"EED",0.415067503783309,-0.32630944652158,0.077,0.089,1
"STK40",0.415072099047182,-0.753913827572033,0.013,0.018,1
"ENOPH1",0.415073096281388,-0.30408147011584,0.054,0.064,1
"STAG1",0.415089332779381,0.759415647859472,0.025,0.018,1
"ACAD8",0.415185861306344,-0.371290890997405,0.014,0.02,1
"SEC24A",0.415248096879159,0.513485506711714,0.013,0.008,1
"PYGO2",0.415817423867242,-0.688526645169178,0.013,0.018,1
"LEMD3",0.415898679677935,-0.426602809429717,0.014,0.02,1
"ACTN4",0.416029443100585,-0.45369851647355,0.037,0.045,1
"MAFF",0.416568863314141,0.29869193200116,0.013,0.008,1
"CD80",0.417009668942714,0.349855214141813,0.013,0.008,1
"SLC9B2",0.417197341506248,-0.434737069755306,0.037,0.045,1
"ULK3",0.417230157935476,0.286701712082766,0.013,0.008,1
"VIM-AS1",0.417326415491953,-0.87515011821782,0.014,0.02,1
"NUDT1",0.41746486704117,-0.318406598503917,0.044,0.054,1
"RFT1",0.417665041527627,-0.306772017179458,0.037,0.045,1
"VARS",0.417683855876222,-0.31511301934701,0.014,0.02,1
"SIDT2",0.417684189815151,-0.6950352419902,0.013,0.018,1
"PDSS1",0.417892104894092,0.425777283892799,0.013,0.008,1
"HIST1H1E",0.418343654842906,0.553944185618823,0.033,0.025,1
"AKAP8L",0.418343661302839,-0.508906973699246,0.026,0.034,1
"HSF2",0.418424439097691,0.915366407865216,0.017,0.012,1
"SMAD3",0.418424439097691,0.807501051790038,0.017,0.012,1
"PET112",0.419181151594611,-0.746583126250867,0.013,0.018,1
"STXBP3",0.419983795898402,-0.340225854255826,0.026,0.034,1
"LY75",0.420190672649996,0.35810766356688,0.014,0.02,1
"TRNT1",0.420195083793421,0.377892735962993,0.06,0.05,1
"ELK1",0.421056784350491,-0.548816249533146,0.013,0.018,1
"THAP4",0.421370566749732,0.611570254828974,0.025,0.018,1
"SPIN2B",0.421432501084738,-0.529273583172902,0.013,0.018,1
"NOL8",0.421506228823034,-0.371718719323741,0.06,0.07,1
"STYX",0.422140620680371,0.719976554044503,0.021,0.015,1
"DNAJC24",0.422184512190204,-0.534134002419917,0.013,0.018,1
"C2orf42",0.422184524288029,-0.4422910767117,0.013,0.018,1
"SUGP2",0.422653637412008,0.671821984629736,0.017,0.012,1
"MRPS7",0.423070688049536,-0.268666720229319,0.192,0.205,1
"STYXL1",0.423561728289443,-0.53746324667309,0.025,0.032,1
"TBCD",0.423690928048372,-0.444904544268179,0.013,0.018,1
"BPNT1",0.423811373564838,0.736263868054488,0.017,0.012,1
"TMEM187",0.423811386242252,0.913556973694323,0.017,0.012,1
"PMM2",0.423811386242252,0.765206756386639,0.017,0.012,1
"GPATCH3",0.423898591736674,0.54709319352668,0.025,0.018,1
"IGFLR1",0.424004511910288,0.690675279181137,0.017,0.012,1
"DTYMK",0.424010663925468,-0.411639786691285,0.059,0.069,1
"TRAF7",0.424445307692413,-0.471786361089954,0.013,0.018,1
"DUSP18",0.424970988147565,0.58117932581567,0.017,0.012,1
"ATF6",0.425067913402652,-0.357271197795813,0.035,0.044,1
"ZCWPW1",0.425081562485891,0.616647248723616,0.021,0.015,1
"GTPBP10",0.425200471898465,-0.417089041241154,0.013,0.018,1
"CRY1",0.425217689666813,-0.804242442012126,0.012,0.017,1
"GFM2",0.425357933620977,0.592776216030788,0.017,0.012,1
"STAU2",0.425357933620977,0.755657569427036,0.017,0.012,1
"TAF10",0.425428339495401,0.642086266629601,0.021,0.015,1
"INTS6",0.425891883278843,0.384434065911364,0.033,0.025,1
"UFSP2",0.425910460463972,-0.379933189112439,0.035,0.044,1
"SENP7",0.426132441450148,0.507307855940532,0.017,0.012,1
"CFL2",0.426295994151736,0.509843687816329,0.021,0.015,1
"PRIM1",0.426334688244685,-0.363857942504272,0.013,0.018,1
"JADE1",0.426520003680114,0.717475729349317,0.017,0.012,1
"PUS3",0.426813688456611,0.631071536721945,0.038,0.03,1
"HGS",0.427164690253687,0.623265006880304,0.021,0.015,1
"ZNF493",0.427230043006838,0.493595713347659,0.025,0.018,1
"ALKBH6",0.427470643133894,-0.347696198126402,0.013,0.018,1
"PIBF1",0.427602863092229,-0.72420736759221,0.012,0.017,1
"BFAR",0.427708579192124,0.406455254296334,0.038,0.03,1
"CCDC43",0.427866331887844,0.437975490819656,0.025,0.018,1
"SMAD2",0.42798479329887,0.286500562163071,0.029,0.022,1
"SAMD4B",0.428001148140169,-0.70837842264795,0.012,0.017,1
"PGAM1",0.428190380834033,-0.277703292869755,0.068,0.079,1
"CHKA",0.428228965008665,-0.253739644603664,0.013,0.018,1
"RNFT1",0.42859027637754,-0.255738825601045,0.044,0.054,1
"TFDP1",0.428690265916047,-0.497278032312663,0.034,0.042,1
"LRRC8D",0.428798365739576,-0.804783808021973,0.012,0.017,1
"KIAA0368",0.428849689478703,0.472187708851652,0.017,0.012,1
"SPCS3",0.429041799190346,0.274038277374808,0.116,0.104,1
"TFB2M",0.429402497370747,-0.378083156138272,0.043,0.052,1
"SLC4A1AP",0.429411398860605,-0.26941872320598,0.035,0.044,1
"NKRF",0.429596446213641,-0.580514829921739,0.012,0.017,1
"STRIP1",0.430076061741098,-0.450807533057644,0.025,0.032,1
"DHODH",0.430395389002953,-0.648044880364365,0.012,0.017,1
"ZBTB38",0.430647418862752,-0.399557404922793,0.037,0.045,1
"RYBP",0.430795183589965,-0.737911445820382,0.012,0.017,1
"SPEN",0.430841318728835,-0.381478007288607,0.043,0.052,1
"UBE2G2",0.43127446715776,0.285688699503206,0.064,0.054,1
"MYL6B",0.431595418794879,-0.641670792748969,0.012,0.017,1
"TMEM245",0.431698516500452,-0.294628644979665,0.021,0.015,1
"ARPC1A",0.432135240599213,0.324847593639984,0.08,0.069,1
"GOT1",0.432353423411697,-0.378335234138042,0.052,0.062,1
"ST20",0.432404719596925,-0.448949998303837,0.026,0.034,1
"USP24",0.432797385610837,-0.502905034954313,0.012,0.017,1
"WDR59",0.432797385610837,-0.516636740463156,0.012,0.017,1
"NEDD1",0.432971982736754,0.283236882118655,0.038,0.03,1
"MRPL40",0.433280816783499,-0.426562770659068,0.089,0.101,1
"GPR155",0.433449690309105,0.455666668011182,0.021,0.015,1
"EIF2AK4",0.434001287514332,-0.412755665859424,0.012,0.017,1
"ZNF816",0.434001287514332,-0.421230517730132,0.012,0.017,1
"TMEM42",0.434069628732878,-0.261735983765259,0.025,0.032,1
"CA2",0.434194936110676,0.875151522027025,0.034,0.027,1
"CEP89",0.435029243238854,0.5166132186964,0.021,0.015,1
"ZC3H12D",0.435609496805134,-0.309218211827679,0.012,0.017,1
"GPANK1",0.4360675965831,0.305766897824982,0.042,0.034,1
"SNRNP48",0.436068483908947,-0.594892292696066,0.023,0.03,1
"ZNF408",0.436414888740926,-0.35077517246493,0.012,0.017,1
"PRKAR1B",0.437221138082271,-0.462827519386228,0.012,0.017,1
"PIGU",0.437221138082271,-0.343155891638787,0.012,0.017,1
"GLUL",0.437404544050941,0.285156042439526,0.06,0.05,1
"PYCR2",0.437466832710527,-0.329043336165778,0.087,0.099,1
"AK9",0.437624584093979,-0.299102942998302,0.012,0.017,1
"FOXRED1",0.437781416408908,-0.791457802243819,0.01,0.015,1
"GOLT1B",0.437940151000676,0.278371628798548,0.101,0.089,1
"KIAA0196",0.43802824423334,-0.514453959056064,0.012,0.017,1
"KCTD17",0.43802824423334,-0.297008974972792,0.012,0.017,1
"APIP",0.438117668839846,0.372370512790296,0.065,0.055,1
"CCDC132",0.43820794084832,-0.648287902982551,0.01,0.015,1
"SREK1",0.438513287752557,0.408977718281267,0.077,0.067,1
"CERK",0.438634704133002,-0.737846371998465,0.01,0.015,1
"CTDSP1",0.439313997388375,-0.483541013990595,0.023,0.03,1
"CXXC1",0.439756945538397,0.348822921837992,0.051,0.042,1
"KDM2A",0.44034414394133,-0.753638230993798,0.01,0.015,1
"GLTP",0.440647523137104,-0.412773709044644,0.033,0.04,1
"FLCN",0.441628727285503,-0.512364791415224,0.01,0.015,1
"ARL4D",0.441674760398574,-1.47340423421703,0.009,0.013,1
"ARRDC3",0.44205739810574,-0.674247489057963,0.01,0.015,1
"CHEK2",0.44205739810574,-0.670058562363972,0.01,0.015,1
"EP400",0.442486306960113,-0.618451026725456,0.01,0.015,1
"ABCD4",0.442611333919741,-0.428394459774599,0.034,0.042,1
"TIMELESS",0.442915453757,-0.377907408605527,0.01,0.015,1
"TBC1D23",0.4429656142628,0.47024094106649,0.034,0.027,1
"ACBD5",0.443344838404482,-0.501896469543129,0.01,0.015,1
"LINC00847",0.444204320882057,-1.24618967308399,0.01,0.015,1
"POP1",0.444204320882057,-0.282066088245817,0.01,0.015,1
"TULP3",0.444634418526814,-0.500070555175203,0.01,0.015,1
"MEPCE",0.444872790792649,-0.85281976766213,0.009,0.013,1
"WDR92",0.445064753651495,-0.470472295004203,0.01,0.015,1
"RFX1",0.445064753651495,-0.48721732810794,0.01,0.015,1
"TMED1",0.445250347064309,-0.425067529564288,0.023,0.03,1
"KAT6B",0.445548352723191,-0.397721338477432,0.023,0.03,1
"SETD9",0.445788933638865,-0.96549105697673,0.009,0.013,1
"POLG2",0.445926135966668,-0.387773255453973,0.01,0.015,1
"ZNF419",0.445926135966668,-0.370031563971658,0.01,0.015,1
"LARP4B",0.446357168370549,-0.467887423558423,0.01,0.015,1
"HLTF",0.446357182969432,-0.424897394453185,0.01,0.015,1
"WDR60",0.446357182969432,-0.457566907151505,0.01,0.015,1
"STK17B",0.447388658939333,0.413557672634151,0.034,0.027,1
"ZNF10",0.447624439979395,-1.00889521102291,0.009,0.013,1
"PCF11",0.447790615451784,0.518782231272952,0.073,0.064,1
"NABP1",0.447802237344724,0.31896147732841,0.038,0.03,1
"TIMM8B",0.447896952366769,0.364764978048481,0.125,0.114,1
"CDKN2A",0.447936549155224,-0.303517716500385,0.023,0.03,1
"TBC1D25",0.448083986868373,-0.914757022567391,0.009,0.013,1
"PMS2",0.448543801649523,-0.841604971362206,0.009,0.013,1
"TCF3",0.448543801649523,-0.89641480361992,0.009,0.013,1
"DGCR2",0.448543801649523,-0.698105006801528,0.009,0.013,1
"ATG16L2",0.449003884207494,-0.714381315351463,0.009,0.013,1
"MEST",0.449381145594604,-0.3075730187514,0.01,0.015,1
"RPP25",0.449732447208378,-0.291152289403069,0.023,0.03,1
"MESDC1",0.450190058241396,0.267158624466619,0.038,0.047,1
"KLF3",0.450649521436638,-0.370111225784851,0.022,0.029,1
"ST7L",0.450846889887105,-0.650153446946166,0.009,0.013,1
"NRD1",0.451096934930552,0.317182559614418,0.102,0.091,1
"DDX19B",0.451695063515944,-0.601211065905784,0.033,0.04,1
"SMC5",0.45213643729095,0.413745857925699,0.052,0.044,1
"EGR4",0.452231950094104,-1.86279562202283,0.009,0.013,1
"SEMA4D",0.452231950094104,-0.554730493974134,0.009,0.013,1
"CHMP1B",0.452233265981476,-0.258846612359679,0.067,0.077,1
"RP11-169K16.9",0.452694170667926,-0.567511570163898,0.009,0.013,1
"TUG1",0.452694170667926,-0.537051380567481,0.009,0.013,1
"G6PD",0.452809059542636,-0.441157045738856,0.031,0.039,1
"RPS6KB2",0.452864362412173,-0.339070767031771,0.052,0.062,1
"SMAD5",0.452925364564024,-0.554740590230013,0.009,0.013,1
"SIRT3",0.453156657963139,-0.542655108139786,0.009,0.013,1
"ZNF256",0.453156657963139,-0.548364904064543,0.009,0.013,1
"MFSD2A",0.453740217665701,-0.343537101474039,0.022,0.029,1
"CBLB",0.454082432240608,-0.605310747552341,0.009,0.013,1
"TMEM106C",0.454359788613856,-0.506823793906144,0.022,0.029,1
"EVI5",0.454545718983338,-0.461334466454294,0.009,0.013,1
"ADAM17",0.454979836127965,-0.556148198654268,0.022,0.029,1
"FBXW2",0.455325450590485,0.43915365961972,0.039,0.032,1
"RPS6KA4",0.455937176182317,-0.388777624899778,0.009,0.013,1
"RFXAP",0.455937176182317,-0.420699605105503,0.009,0.013,1
"RP11-349A22.5",0.456127977005617,0.273296096806024,0.061,0.052,1
"KRIT1",0.456300765056256,-0.760590724042602,0.021,0.027,1
"VMAC",0.456401527168557,-0.465193883557063,0.009,0.013,1
"TRIM26",0.456799579994561,0.458334313836075,0.03,0.023,1
"ZSCAN9",0.456866143911954,-0.334526927452541,0.009,0.013,1
"PKHD1L1",0.457259799998011,-1.04255770087474,0.008,0.012,1
"AMPD3",0.457259799998011,-0.831660137120202,0.008,0.012,1
"ZBTB11",0.457331026290254,-0.3066157151108,0.009,0.013,1
"FAM117A",0.457759047819665,-1.01983842837664,0.008,0.012,1
"KBTBD4",0.457928613110635,0.488781906823004,0.039,0.032,1
"RP11-620J15.3",0.458113407145514,-0.410787337305269,0.031,0.039,1
"TLK1",0.458131689807524,0.292734212275825,0.043,0.052,1
"WDR35",0.458258601420128,-0.760260018914307,0.008,0.012,1
"MCCC1",0.458258601420128,-0.914543074809188,0.008,0.012,1
"ADAT2",0.458258601420128,-1.12994321707095,0.008,0.012,1
"SRBD1",0.458261587460623,-0.29153873881984,0.009,0.013,1
"SEC14L1",0.458355363378965,-0.607322220354605,0.03,0.037,1
"TRAF5",0.458398603104053,-0.355173444815606,0.022,0.029,1
"MCM6",0.458543664613405,-0.649132936130661,0.021,0.027,1
"EMB",0.458945208628105,0.306585130264529,0.082,0.07,1
"EFCAB2",0.459258625346593,-0.752099571481901,0.008,0.012,1
"ARIH1",0.459258625346593,-1.13569472416219,0.008,0.012,1
"SIGLEC10",0.459258625346593,-0.743206488583982,0.008,0.012,1
"TCF20",0.459258625346593,-0.732044029514344,0.008,0.012,1
"IBTK",0.459638389451499,0.300604319957428,0.03,0.023,1
"AP5B1",0.459759095365878,-1.07518999813437,0.008,0.012,1
"PXMP2",0.459759095365878,-0.852078432779985,0.008,0.012,1
"TMEM55A",0.46025987055054,-0.764831809421755,0.008,0.012,1
"ZNF550",0.46025987055054,-0.853609424112359,0.008,0.012,1
"ZNF232",0.460356527033036,1.04568222052211,0.01,0.007,1
"NUAK2",0.460645121873114,-0.456018027676001,0.031,0.039,1
"KIDINS220",0.460760950745947,-0.573293306743618,0.008,0.012,1
"TBC1D9",0.460760950745947,-0.691673971624372,0.008,0.012,1
"WRN",0.460760950745947,-0.709501212739,0.008,0.012,1
"RP11-400F19.6",0.46126233579696,-0.487684381599653,0.008,0.012,1
"NCOA5",0.46126233579696,-0.583524510075277,0.008,0.012,1
"TRIB3",0.461717989138844,-0.395546776020383,0.033,0.04,1
"RHOBTB3",0.461764006796705,-0.789393914159234,0.008,0.012,1
"SLC30A6",0.46176402554793,-0.597286325969996,0.008,0.012,1
"CTC-534A2.2",0.46176402554793,-0.608440339510789,0.008,0.012,1
"KBTBD6",0.46176402554793,-0.622252642665629,0.008,0.012,1
"RPS17",0.46176402554793,-0.464983579702226,0.008,0.012,1
"MVD",0.46176402554793,-0.627587848070565,0.008,0.012,1
"SREBF1",0.46176402554793,-0.61776494403546,0.008,0.012,1
"RFFL",0.46176402554793,-0.615569882227539,0.008,0.012,1
"TNRC6C",0.46176402554793,-0.549927635361781,0.008,0.012,1
"PIK3CA",0.461921766046245,0.749613626081111,0.01,0.007,1
"TBC1D13",0.461921766046245,0.485741319577363,0.01,0.007,1
"ABHD8",0.462266019842698,-0.49962386792106,0.008,0.012,1
"HCCS",0.46230194397755,0.500962416863578,0.085,0.076,1
"MCM9",0.46244417187115,0.872363765612557,0.01,0.007,1
"STAM2",0.462768299792697,-0.522673532720911,0.008,0.012,1
"KIAA0355",0.462768299792697,-0.528893686373462,0.008,0.012,1
"DHX32",0.462768318524598,-0.543660628442848,0.008,0.012,1
"ACOT2",0.462768318524598,-0.589442069558633,0.008,0.012,1
"ARMC7",0.462768318524598,-0.455123346785275,0.008,0.012,1
"ZNF765",0.462768318524598,-0.658837833593778,0.008,0.012,1
"NAA38",0.462878207650511,0.273155396443702,0.14,0.128,1
"ABCG1",0.462916929601958,0.281393036164597,0.043,0.035,1
"AVL9",0.462966907145721,0.760241039077092,0.01,0.007,1
"B4GALT5",0.462966907145721,0.806183424664636,0.01,0.007,1
"BTBD10",0.463083688227963,-0.261235656414635,0.022,0.029,1
"ZNF584",0.463174635384084,-1.31456788892355,0.007,0.01,1
"LCOR",0.463209268490049,0.414266071151049,0.026,0.02,1
"AC093323.3",0.463270921436454,-0.540147490054297,0.008,0.012,1
"SCAI",0.463270921436454,-0.497914396314306,0.008,0.012,1
"LRCH1",0.463270921436454,-0.555386481692139,0.008,0.012,1
"SPAST",0.463447745688152,-0.87857887392866,0.007,0.01,1
"LIG1",0.463447745688152,-1.34452567062297,0.007,0.01,1
"NAGA",0.463447745688152,-1.36902839638491,0.007,0.01,1
"MAP2K5",0.463489971692712,0.743698384294377,0.01,0.007,1
"NME2",0.463489971692712,0.976999381061056,0.01,0.007,1
"GTF2F2",0.463554435897138,-0.341372691862869,0.055,0.064,1
"SEPT11",0.463720281378913,-0.426339514572828,0.031,0.039,1
"NNT",0.463773828420579,-0.514261756597553,0.008,0.012,1
"KIAA1328",0.463773828420579,-0.487047359923478,0.008,0.012,1
"XPOT",0.463918902896509,-0.48845328535767,0.043,0.035,1
"CTD-2228K2.5",0.463994191152008,-1.2094162067476,0.007,0.01,1
"LSM12",0.464013365334279,0.579457963372601,0.01,0.007,1
"EIF2A",0.464200604668083,-0.287048264292456,0.108,0.122,1
"ATP11C",0.464277039318781,-0.726966573756481,0.008,0.012,1
"FICD",0.464537087891983,0.557606745292451,0.01,0.007,1
"P2RX4",0.464537087891983,0.953672550111576,0.01,0.007,1
"MCU",0.464780553972356,-0.413645261046559,0.008,0.012,1
"TPD52L2",0.464926692118458,-0.347337880886351,0.031,0.039,1
"SLC39A9",0.465061139186789,0.652522344060481,0.01,0.007,1
"ZFYVE19",0.465323267830253,0.523620163118965,0.01,0.007,1
"SKA2",0.465585519039064,0.332899734908341,0.01,0.007,1
"EFNA4",0.46563567809167,-0.905602509019556,0.007,0.01,1
"PRRC2A",0.46563567809167,-0.946709075011685,0.007,0.01,1
"POLDIP2",0.465813136048647,0.326456395431267,0.093,0.082,1
"RP11-182L21.6",0.466110227268579,0.52237308025749,0.01,0.007,1
"CCNT1",0.466110227268579,0.542941032998697,0.01,0.007,1
"DLL3",0.466110227268579,0.637198059655814,0.01,0.007,1
"EPHB6",0.466183556572688,-0.97822347424958,0.007,0.01,1
"SLC27A5",0.466635263694509,0.490174425650513,0.01,0.007,1
"TBPL1",0.466907502447327,0.301638152752608,0.116,0.104,1
"BAK1",0.467105141366462,0.301338345170671,0.039,0.032,1
"RBM12B",0.467280386552155,-0.755930627791974,0.007,0.01,1
"MED6",0.467425727759473,0.37924256259915,0.072,0.062,1
"TESK2",0.467686300235401,0.446298072086321,0.01,0.007,1
"PIAS3",0.467686320409332,0.485262957854903,0.01,0.007,1
"SNORA76",0.467686320409332,0.376131093953008,0.01,0.007,1
"APC",0.467829337636703,-1.06182676536576,0.007,0.01,1
"FAM53B",0.467829337636703,-0.842778609934361,0.007,0.01,1
"METTL25",0.467829337636703,-1.94716581810339,0.007,0.01,1
"MAP3K13",0.467921231385412,-0.363669734672138,0.04,0.049,1
"CDC42SE1",0.467929680038415,0.427222821127126,0.091,0.082,1
"MFN2",0.468378645840678,-0.693181803792436,0.007,0.01,1
"CDYL",0.468378645840678,-0.621097454494828,0.007,0.01,1
"FBXL5",0.468915616977179,-0.358373783169808,0.05,0.059,1
"PIK3CB",0.468928310955358,-0.506217996184096,0.007,0.01,1
"GATAD1",0.468928310955358,-0.649380067974862,0.007,0.01,1
"RAF1",0.469039287089611,0.572833722208652,0.035,0.029,1
"PPTC7",0.469200177864939,0.412722011010864,0.026,0.02,1
"UCKL1",0.469200177864939,-0.756202578516679,0.021,0.027,1
"C9orf69",0.469478332771312,-0.762102235949439,0.007,0.01,1
"FMNL3",0.469478332771312,-0.678360139919903,0.007,0.01,1
"MPHOSPH9",0.469478332771312,-0.61558135222819,0.007,0.01,1
"MYO19",0.469478332771312,-0.509987845509061,0.007,0.01,1
"ZNF667",0.469478332771312,-0.291408829122188,0.007,0.01,1
"TMLHE",0.4700287110784,-0.65052130182487,0.007,0.01,1
"TMEM159",0.4700287110784,-0.632266179125218,0.007,0.01,1
"ST6GALNAC4",0.47011898263548,-0.664503670340589,0.029,0.035,1
"ACO1",0.470871347239089,1.0359333735538,0.014,0.01,1
"YY1AP1",0.470951266166812,0.553687188779766,0.022,0.017,1
"MCM3AP",0.471130536321878,-0.430547655100387,0.007,0.01,1
"DLST",0.471152336525776,-0.338414029924563,0.021,0.027,1
"PUS1",0.471255211757062,-0.29516331044521,0.031,0.039,1
"NME7",0.471333838936185,0.403043607876995,0.039,0.032,1
"OGDH",0.471681982834446,-0.412189285209154,0.007,0.01,1
"MAFB",0.471681982834446,-0.384040171916852,0.007,0.01,1
"TFEC",0.472205247416355,1.07597912575441,0.014,0.01,1
"FZR1",0.472233784990507,-0.383114930113985,0.007,0.01,1
"NXF1",0.472343507934842,-0.270724365259388,0.039,0.047,1
"ZFP69",0.472785942576378,-0.500918663668545,0.007,0.01,1
"TMEM209",0.472785942576378,-0.4942054432445,0.007,0.01,1
"SERPINA9",0.472785942576378,-0.524705799595121,0.007,0.01,1
"TM2D3",0.473316149074999,-0.283418161341118,0.106,0.121,1
"C9orf72",0.473337378267596,0.5905929855707,0.018,0.013,1
"TBC1D14",0.473338433519759,-0.324502953894075,0.007,0.01,1
"ZNF738",0.473338455377669,-0.261489946628903,0.007,0.01,1
"FUZ",0.473338455377669,-0.34739617972859,0.007,0.01,1
"BLOC1S5",0.473994762150669,-0.496409261758504,0.03,0.037,1
"CNOT2",0.474264924103259,0.261365495249988,0.068,0.059,1
"SYT11",0.474444545765416,-0.313709120824839,0.007,0.01,1
"AGK",0.474879281997784,1.00012367466999,0.014,0.01,1
"POLR2M",0.474879281997784,0.719159971441701,0.014,0.01,1
"TP53BP2",0.474908402403472,0.72518814862753,0.018,0.013,1
"KXD1",0.475117503452768,0.445647490416899,0.097,0.087,1
"GTF2H1",0.475227522202862,-0.342461881175813,0.061,0.07,1
"VPS37B",0.47546247916449,0.371917590285048,0.111,0.101,1
"TMEM186",0.475724749568006,-0.322328699474705,0.021,0.027,1
"SCYL2",0.475772470723439,0.615083866099764,0.014,0.01,1
"MSRB2",0.475995897590991,0.883963363549803,0.014,0.01,1
"NUDT18",0.476219410298682,0.740580262720113,0.014,0.01,1
"ARHGAP12",0.476666579862743,0.520222075435397,0.014,0.01,1
"RABGGTA",0.477363632117222,-0.365692396117735,0.021,0.027,1
"GPCPD1",0.477430222618707,0.503532501576896,0.035,0.029,1
